GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES
H85680,SW17 9HQ,08X,Q71,Y56,9938,5195,4743
H85682,SW19 6AE,08X,Q71,Y56,6759,3339,3420
H85683,SM4 6RS,08T,Q71,Y56,6185,3187,2998
H85686,SM1 2DB,08T,Q71,Y56,8724,4411,4313
H85691,SW12 8NB,08X,Q71,Y56,169,46,123
H85693,SM5 1JF,08T,Q71,Y56,10077,4875,5202
H85695,SW16 6BL,08X,Q71,Y56,3075,1597,1478
J81002,BH22 9HF,11J,Q70,Y57,8502,3973,4529
J81003,BH9 1BP,11J,Q70,Y57,9432,4850,4582
J81004,BH2 5QR,11J,Q70,Y57,8338,4240,4098
J81005,DT6 5BN,11J,Q70,Y57,18250,8819,9431
J81006,BH15 2HX,11J,Q70,Y57,31610,15439,16171
J81009,DT5 2BJ,11J,Q70,Y57,12419,6155,6264
J81010,BH19 1HB,11J,Q70,Y57,11687,5702,5985
J81011,BH20 4PG,11J,Q70,Y57,7896,3863,4033
J81012,BH14 0DJ,11J,Q70,Y57,10252,5148,5104
J81013,BH17 8UE,11J,Q70,Y57,11845,5752,6093
J81014,BH4 9HJ,11J,Q70,Y57,16164,7987,8177
J81016,DT1 2EW,11J,Q70,Y57,7354,3566,3788
J81017,DT9 6LG,11J,Q70,Y57,4137,2383,1754
J81018,BH6 5AJ,11J,Q70,Y57,10944,5454,5490
J81019,DT11 7BH,11J,Q70,Y57,16275,8132,8143
J81020,BH20 7HB,11J,Q70,Y57,3574,1805,1769
J81021,BH5 1LX,11J,Q70,Y57,11773,6068,5705
J81022,BH22 0HX,11J,Q70,Y57,5275,2476,2799
J81024,BH8 8DE,11J,Q70,Y57,10040,5254,4786
J81025,BH20 6DR,11J,Q70,Y57,6203,3048,3155
J81026,SP7 8DH,11J,Q70,Y57,15247,7317,7930
J81027,DT3 6BB,11J,Q70,Y57,17787,8784,9003
J81028,BH23 5ET,11J,Q70,Y57,10084,4756,5328
J81029,DT9 3DG,11J,Q70,Y57,5136,2399,2737
J81030,BH31 7PY,11J,Q70,Y57,8286,4085,4201
J81031,DT11 7DQ,11J,Q70,Y57,8489,3942,4547
J81032,DT9 4DL,11J,Q70,Y57,6387,3069,3318
J81033,BH10 4BX,11J,Q70,Y57,17487,8548,8939
J81034,BH21 1AP,11J,Q70,Y57,13653,6669,6984
J81035,DT11 0AT,11J,Q70,Y57,3475,1821,1654
J81036,BH12 3HF,11J,Q70,Y57,7875,3964,3911
J81038,BH10 7AR,11J,Q70,Y57,5910,2848,3062
J81039,BH9 2XF,11J,Q70,Y57,8295,4134,4161
J81040,DT10 2RG,11J,Q70,Y57,4494,2277,2217
J81041,BH18 8EE,11J,Q70,Y57,19793,9703,10090
J81042,BH12 5BF,11J,Q70,Y57,8631,4131,4500
J81043,BH23 3AF,11J,Q70,Y57,6655,3227,3428
J81044,BH12 4AY,11J,Q70,Y57,10027,5032,4995
J81045,BH10 5EY,11J,Q70,Y57,8264,4028,4236
J81046,BH18 8EE,11J,Q70,Y57,11643,5659,5984
J81047,BH9 3LQ,11J,Q70,Y57,13077,6399,6678
J81048,BH14 8BQ,11J,Q70,Y57,6119,2934,3185
J81049,BH6 3DB,11J,Q70,Y57,10219,4903,5316
J81050,BH23 7JN,11J,Q70,Y57,8962,4409,4553
J81051,DT4 9BE,11J,Q70,Y57,7869,3924,3945
J81052,BH15 1QD,11J,Q70,Y57,5710,2830,2880
J81053,DT2 7JG,11J,Q70,Y57,4010,1958,2052
J81054,BH14 8EE,11J,Q70,Y57,9814,4791,5023
J81055,DT4 0AE,11J,Q70,Y57,9482,4729,4753
J81056,BH23 3AF,11J,Q70,Y57,7357,3525,3832
J81057,BH23 3AF,11J,Q70,Y57,6375,3138,3237
J81058,BH21 5QE,11J,Q70,Y57,9625,4668,4957
J81059,BH6 5BF,11J,Q70,Y57,8728,4278,4450
J81061,BH22 9HB,11J,Q70,Y57,8386,4056,4330
J81062,BH8 9EW,11J,Q70,Y57,10311,5195,5116
J81063,BH11 9EH,11J,Q70,Y57,2896,1477,1419
J81064,BH15 2PG,11J,Q70,Y57,3617,1778,1839
J81065,BH14 9ET,11J,Q70,Y57,8204,4189,4015
J81066,BH23 1PA,11J,Q70,Y57,10066,4922,5144
J81067,BH7 7BU,11J,Q70,Y57,4218,2105,2113
J81068,DT1 1QR,11J,Q70,Y57,7420,3586,3834
J81069,BH15 2JD,11J,Q70,Y57,4894,2372,2522
J81070,BH11 9ST,11J,Q70,Y57,8899,4428,4471
J81071,BH10 6ES,11J,Q70,Y57,3915,1919,1996
J81072,BH1 3EG,11J,Q70,Y57,12125,6287,5838
J81073,DT4 7DW,11J,Q70,Y57,13963,6797,7166
J81074,DT8 3EQ,11J,Q70,Y57,5690,2758,2932
J81075,DT4 9QX,11J,Q70,Y57,4725,2310,2415
J81076,DT2 0DB,11J,Q70,Y57,5744,2806,2938
J81077,BH21 1NL,11J,Q70,Y57,6515,3259,3256
J81078,DT9 4DL,11J,Q70,Y57,5687,2409,3278
J81081,SP8 4XS,11J,Q70,Y57,11851,5759,6092
J81082,DT1 2FD,11J,Q70,Y57,6307,3058,3249
J81083,SP5 5PA,99N,Q64,Y57,4422,2169,2253
J81086,BH14 0HU,11J,Q70,Y57,5076,2399,2677
J81087,BH17 7XW,11J,Q70,Y57,9000,4491,4509
J81090,DT4 0HB,11J,Q70,Y57,3211,1555,1656
J81609,DT3 4NS,11J,Q70,Y57,2765,1359,1406
J81612,BH20 5HH,11J,Q70,Y57,2129,1085,1044
J81613,DT4 7LE,11J,Q70,Y57,4762,2381,2381
J81616,DT2 8FY,11J,Q70,Y57,4113,2043,2070
J81620,DT10 1QU,11J,Q70,Y57,8897,4301,4596
J81621,BH22 8AZ,11J,Q70,Y57,5366,2714,2652
J81623,DT2 8ER,11J,Q70,Y57,1037,531,506
J81624,BH1 4JT,11J,Q70,Y57,2093,1139,954
J81625,BH9 1PB,11J,Q70,Y57,7448,3685,3763
J81626,DT1 1LD,11J,Q70,Y57,3964,1895,2069
J81628,DT6 6PE,11J,Q70,Y57,2171,1009,1162
J81631,BH20 7BQ,11J,Q70,Y57,2134,1037,1097
J81632,BH12 4HY,11J,Q70,Y57,3594,1839,1755
J81633,BH8 0HS,11J,Q70,Y57,4077,1973,2104
J81634,BH1 4HA,11J,Q70,Y57,9521,5320,4201
J81637,DT1 2FD,11J,Q70,Y57,5454,2636,2818
J81640,BH22 0JB,11J,Q70,Y57,1955,987,968
J81644,BH21 1PL,11J,Q70,Y57,3303,1535,1768
J81645,BH5 1HQ,11J,Q70,Y57,2895,1524,1371
J81646,BH23 2EZ,11J,Q70,Y57,4999,2407,2592
J81647,DT7 3HT,11J,Q70,Y57,2081,975,1106
J81648,BH15 2PG,11J,Q70,Y57,3329,1650,1679
J82001,SO16 3BD,10X,Q70,Y57,8635,4531,4104
J82002,SO16 8HY,10X,Q70,Y57,10454,5135,5319
J82004,PO2 7NX,10R,Q70,Y57,5513,2945,2568
J82005,PO9 6BN,10V,Q70,Y57,3937,1905,2032
J82006,PO12 3AQ,10K,Q70,Y57,9007,4273,4734
J82007,BH25 5JP,11A,Q70,Y57,13288,6374,6914
J82008,SO30 3PY,11A,Q70,Y57,7557,3648,3909
J82009,PO10 7DD,10V,Q70,Y57,12951,6166,6785
J82010,PO9 1DQ,10V,Q70,Y57,17860,8814,9046
J82012,PO16 9TU,10K,Q70,Y57,8817,4268,4549
J82015,GU14 8QB,99M,Q70,Y57,8365,4152,4213
J82016,SO20 6HG,11A,Q70,Y57,8992,4315,4677
J82017,SP10 3LD,11A,Q70,Y57,14190,6972,7218
J82018,SO50 8AU,11A,Q70,Y57,16736,8416,8320
J82019,SO53 2LH,11A,Q70,Y57,9349,4606,4743
J82020,SO50 9AG,11A,Q70,Y57,7290,3729,3561
J82021,PO11 9AP,10V,Q70,Y57,8483,4097,4386
J82022,SO15 5SY,10X,Q70,Y57,12389,6241,6148
J82023,PO15 7LB,10K,Q70,Y57,13207,6578,6629
J82024,SO14 0YG,10X,Q70,Y57,4168,2412,1756
J82025,SP10 3JY,11A,Q70,Y57,10852,5287,5565
J82026,PO16 7ER,10K,Q70,Y57,14642,7105,7537
J82027,GU30 7AQ,10V,Q70,Y57,5568,2770,2798
J82028,PO5 3ND,10R,Q70,Y57,11153,5752,5401
J82029,BH25 6EN,11A,Q70,Y57,9844,4609,5235
J82030,GU11 1AY,99M,Q70,Y57,8190,4067,4123
J82032,PO9 2AG,10V,Q70,Y57,3925,1970,1955
J82033,PO15 6QA,10K,Q70,Y57,8391,4117,4274
J82034,PO17 5GU,11A,Q70,Y57,11923,5814,6109
J82035,SO23 8AD,11A,Q70,Y57,17159,8618,8541
J82036,GU32 1LR,11A,Q70,Y57,2534,1291,1243
J82038,PO6 3AP,10R,Q70,Y57,4410,2100,2310
J82039,BH24 1JY,11A,Q70,Y57,11220,5384,5836
J82040,SO18 6TG,10X,Q70,Y57,10987,5505,5482
J82041,PO9 2AT,10V,Q70,Y57,8058,3931,4127
J82042,GU35 0BP,10V,Q70,Y57,12484,6203,6281
J82044,PO14 4EH,10K,Q70,Y57,9346,4506,4840
J82046,RG25 3DU,10J,Q70,Y57,11173,5581,5592
J82049,GU17 0DB,99M,Q70,Y57,11414,5811,5603
J82050,SO22 5DD,11A,Q70,Y57,15244,7352,7892
J82051,SO31 4NQ,11A,Q70,Y57,12416,6144,6272
J82052,GU46 7LS,99M,Q70,Y57,10738,5371,5367
J82053,SP10 1HA,11A,Q70,Y57,9031,4530,4501
J82054,RG17 9UX,10M,Q69,Y57,8110,4015,4095
J82055,PO5 2PW,10R,Q70,Y57,4936,2575,2361
J82056,SO45 5WX,11A,Q70,Y57,24544,12194,12350
J82058,RG21 7AP,10J,Q70,Y57,11770,5860,5910
J82059,GU34 5EW,11A,Q70,Y57,7216,3607,3609
J82060,PO5 1AT,10R,Q70,Y57,7882,4018,3864
J82061,RG29 1JY,10J,Q70,Y57,10871,5263,5608
J82062,SO16 4AH,10X,Q70,Y57,15063,7597,7466
J82063,SO50 9AG,11A,Q70,Y57,11218,5567,5651
J82064,SO32 1GR,11A,Q70,Y57,12912,6274,6638
J82065,RG22 6ER,10J,Q70,Y57,11418,5740,5678
J82066,GU11 3RB,99M,Q70,Y57,14030,6746,7284
J82067,GU14 7JN,99M,Q70,Y57,11226,5671,5555
J82069,RG22 4EH,10J,Q70,Y57,20012,10022,9990
J82071,SO50 5PT,11A,Q70,Y57,8832,4386,4446
J82072,SO45 4JA,11A,Q70,Y57,10884,5248,5636
J82073,PO3 5AF,10R,Q70,Y57,7820,3856,3964
J82074,SO51 8ED,11A,Q70,Y57,12565,6176,6389
J82075,SO41 9ND,11A,Q70,Y57,6982,3358,3624
J82076,SO19 9AL,10X,Q70,Y57,9055,4570,4485
J82077,RG24 9DT,10J,Q70,Y57,7011,3627,3384
J82079,RG26 5BH,10J,Q70,Y57,6300,3080,3220
J82080,SO17 1BJ,10X,Q70,Y57,15062,8102,6960
J82081,SO14 1LT,10X,Q70,Y57,19532,11097,8435
J82082,SP10 5DE,11A,Q70,Y57,10166,5069,5097
J82083,PO12 1PA,10K,Q70,Y57,8471,4087,4384
J82084,PO12 3PW,10K,Q70,Y57,4123,2120,2003
J82085,PO1 4JT,10R,Q70,Y57,14434,7197,7237
J82086,PO6 3DS,10R,Q70,Y57,4023,2026,1997
J82087,SO16 2JA,10X,Q70,Y57,6285,3169,3116
J82088,SO15 3UA,10X,Q70,Y57,10105,5152,4953
J82089,SO30 4FQ,11A,Q70,Y57,13111,6461,6650
J82090,PO4 8TA,10R,Q70,Y57,12750,6398,6352
J82091,PO3 6BH,10R,Q70,Y57,8666,4202,4464
J82092,SO16 5ST,10X,Q70,Y57,8259,4113,4146
J82093,PO7 8NS,10V,Q70,Y57,7543,3710,3833
J82094,RG26 4ER,10J,Q70,Y57,19736,9901,9835
J82096,RG24 9DS,10J,Q70,Y57,6360,3194,3166
J82097,SO40 3ZN,11A,Q70,Y57,11706,5811,5895
J82098,GU32 3AB,10V,Q70,Y57,13451,6542,6909
J82099,GU52 7US,99M,Q70,Y57,12484,6135,6349
J82100,PO12 3JP,10K,Q70,Y57,9651,4820,4831
J82101,SO19 0HS,10X,Q70,Y57,13037,6507,6530
J82102,PO6 1PA,10R,Q70,Y57,13357,6411,6946
J82103,SP10 1DP,11A,Q70,Y57,11470,5556,5914
J82104,PO14 2JP,10K,Q70,Y57,13171,6195,6976
J82106,SO21 3LE,11A,Q70,Y57,6644,3182,3462
J82110,GU51 4PE,99M,Q70,Y57,14760,7329,7431
J82112,SO40 8WU,11A,Q70,Y57,13427,6763,6664
J82113,PO12 1BA,10K,Q70,Y57,11878,5902,5976
J82114,PO6 3AW,10R,Q70,Y57,8926,4517,4409
J82115,SO15 3FH,10X,Q70,Y57,4634,2297,2337
J82116,SO21 1QY,11A,Q70,Y57,9600,4679,4921
J82117,PO1 4ND,10R,Q70,Y57,11500,5613,5887
J82119,PO7 6NR,10V,Q70,Y57,9156,4499,4657
J82120,GU14 7AW,99M,Q70,Y57,9281,4549,4732
J82121,SO52 9EP,11A,Q70,Y57,6906,3328,3578
J82122,SO14 6UX,10X,Q70,Y57,10090,5382,4708
J82123,RG21 8SU,10J,Q70,Y57,13205,6561,6644
J82124,SO24 9JL,11A,Q70,Y57,9364,4552,4812
J82125,GU14 0HQ,99M,Q70,Y57,10173,5076,5097
J82126,SO15 5AL,10X,Q70,Y57,3580,1836,1744
J82127,PO13 0EW,10K,Q70,Y57,8702,4136,4566
J82128,SO19 9AN,10X,Q70,Y57,8412,4230,4182
J82129,SO42 7RY,11A,Q70,Y57,7584,3646,3938
J82130,SO22 6EL,11A,Q70,Y57,24335,11450,12885
J82131,SP6 1RS,11A,Q70,Y57,12640,6211,6429
J82132,SO40 3PY,11A,Q70,Y57,12968,6367,6601
J82133,PO12 3AX,10K,Q70,Y57,4458,2166,2292
J82134,PO7 7AH,10V,Q70,Y57,20380,9980,10400
J82135,GU51 4JX,99M,Q70,Y57,12561,6209,6352
J82136,GU34 1RJ,10J,Q70,Y57,9408,4587,4821
J82138,RG27 8QJ,10J,Q70,Y57,16757,8324,8433
J82139,SO41 9GJ,11A,Q70,Y57,15112,7196,7916
J82141,SO18 6BT,10X,Q70,Y57,12537,6206,6331
J82142,GU12 4DN,99M,Q70,Y57,8534,4427,4107
J82143,SO53 2ZH,11A,Q70,Y57,14939,7276,7663
J82144,RG21 7AN,10J,Q70,Y57,24155,12052,12103
J82145,SO51 8EN,11A,Q70,Y57,18822,9061,9761
J82146,SO43 7EW,11A,Q70,Y57,5244,2580,2664
J82147,PO8 0QL,10V,Q70,Y57,7691,3834,3857
J82149,PO2 8HP,10R,Q70,Y57,11304,5502,5802
J82150,BH24 1SD,11A,Q70,Y57,11752,5765,5987
J82151,BH23 8AD,11A,Q70,Y57,4112,2023,2089
J82152,PO13 0HR,10K,Q70,Y57,8494,4350,4144
J82154,PO15 6JF,10K,Q70,Y57,15893,7713,8180
J82155,PO6 3BG,10R,Q70,Y57,33532,16609,16923
J82156,SO45 6AW,11A,Q70,Y57,7048,3467,3581
J82157,GU34 2QX,10J,Q70,Y57,13867,6818,7049
J82161,PO16 9AD,10K,Q70,Y57,10219,5127,5092
J82163,PO8 8DL,10V,Q70,Y57,8884,4308,4576
J82164,GU30 7DR,10V,Q70,Y57,10524,5016,5508
J82165,PO4 9EH,10R,Q70,Y57,5684,2876,2808
J82166,SO41 3RA,11A,Q70,Y57,10484,4935,5549
J82167,GU33 7AD,10V,Q70,Y57,4055,2105,1950
J82168,PO5 2DB,10R,Q70,Y57,5827,3029,2798
J82169,SO50 4QP,11A,Q70,Y57,5135,2609,2526
J82171,SO18 1HZ,10X,Q70,Y57,8695,4381,4314
J82174,SO31 6DX,10K,Q70,Y57,13154,6671,6483
J82175,PO4 9QX,10R,Q70,Y57,5416,2754,2662
J82177,PO1 3DU,10R,Q70,Y57,3670,1885,1785
J82178,GU11 1BJ,99M,Q70,Y57,8385,3825,4560
J82180,SO18 3RA,10X,Q70,Y57,5405,2615,2790
J82181,GU14 8UE,99M,Q70,Y57,9278,4522,4756
J82182,SO19 9AL,10X,Q70,Y57,4603,2223,2380
J82183,SO17 1PJ,10X,Q70,Y57,6093,3107,2986
J82184,GU35 0BS,10V,Q70,Y57,3597,1755,1842
J82187,SO19 9GH,10X,Q70,Y57,9215,4586,4629
J82188,SO31 8ES,11A,Q70,Y57,3538,1816,1722
J82190,SO53 2ZB,11A,Q70,Y57,7195,3491,3704
J82191,PO4 0DY,10R,Q70,Y57,3820,1845,1975
J82192,SO30 2US,11A,Q70,Y57,12734,6120,6614
J82194,PO4 8QZ,10R,Q70,Y57,7093,3596,3497
J82195,GU14 0NA,99M,Q70,Y57,6353,3164,3189
J82196,PO9 2AQ,10V,Q70,Y57,11602,5702,5900
J82197,GU10 5LP,10J,Q70,Y57,3451,1691,1760
J82198,GU11 1AY,99M,Q70,Y57,3107,1620,1487
J82199,PO1 2BH,10R,Q70,Y57,14790,7968,6822
J82201,GU31 4JR,10V,Q70,Y57,7556,3547,4009
J82203,SO16 4RJ,10X,Q70,Y57,5768,2860,2908
J82206,GU46 6FE,99M,Q70,Y57,5904,2901,3003
J82207,SO15 5DD,10X,Q70,Y57,8086,4228,3858
J82208,SO19 9RL,10X,Q70,Y57,5170,2537,2633
J82210,PO11 9AP,10V,Q70,Y57,9147,4530,4617
J82212,PO4 9HU,10R,Q70,Y57,4824,2311,2513
J82213,SO16 4NZ,10X,Q70,Y57,4491,2254,2237
J82214,RG28 7AE,11A,Q70,Y57,5547,2711,2836
J82215,PO13 9JG,10K,Q70,Y57,6432,3059,3373
J82216,SO31 7DQ,10K,Q70,Y57,11415,5562,5853
J82217,SO14 0LT,10X,Q70,Y57,498,435,63
J82218,RG24 8ND,10J,Q70,Y57,11470,5691,5779
J82220,RG24 9RG,10J,Q70,Y57,6131,2991,3140
J82605,SO15 2HQ,10X,Q70,Y57,3057,1507,1550
J82609,PO8 8DA,10V,Q70,Y57,4496,2108,2388
J82619,SO17 2GD,10X,Q70,Y57,4890,2611,2279
J82622,SO18 5TS,10X,Q70,Y57,8459,4158,4301
J82625,GU34 5HG,10J,Q70,Y57,3581,1716,1865
J82628,GU10 5RF,99M,Q70,Y57,4541,2159,2382
J82629,SP11 6BS,11A,Q70,Y57,2693,1313,1380
J82630,GU14 6DH,99M,Q70,Y57,4603,2325,2278
J82631,SO14 2EG,10X,Q70,Y57,4086,2194,1892
J82633,GU33 7AD,10V,Q70,Y57,1696,864,832
J82639,RG20 5QX,10J,Q70,Y57,5553,2830,2723
J82640,PO8 0AA,10V,Q70,Y57,4743,2349,2394
J82646,PO9 3HN,10V,Q70,Y57,5102,2544,2558
J82648,PO13 9JG,10K,Q70,Y57,4810,2226,2584
J82650,PO9 4AB,10V,Q70,Y57,2977,1539,1438
J82663,SO17 1BJ,10X,Q70,Y57,4081,2067,2014
J82669,PO13 9SP,10K,Q70,Y57,6874,3317,3557
J82688,RG22 4AQ,10J,Q70,Y57,6934,3430,3504
J83001,SN3 4BF,12D,Q64,Y57,14121,6924,7197
J83002,SN6 7DN,12D,Q64,Y57,10076,5005,5071
J83003,SP2 7TD,99N,Q64,Y57,11807,5731,6076
J83004,SP5 2SU,99N,Q64,Y57,6769,3340,3429
J83005,SP4 7DL,99N,Q64,Y57,10474,4968,5506
J83006,SN5 4BD,99N,Q64,Y57,9469,4725,4744
J83007,SN14 6GT,99N,Q64,Y57,16029,8024,8005
J83008,BA14 7EH,99N,Q64,Y57,17263,8505,8758
J83009,SN4 9LW,12D,Q64,Y57,11572,5640,5932
J83010,SN13 9DL,99N,Q64,Y57,11790,5701,6089
J83011,SN12 7EA,99N,Q64,Y57,14070,7087,6983
J83013,SN13 8NA,99N,Q64,Y57,6632,3244,3388
J83014,SP11 9RA,99N,Q64,Y57,11182,5216,5966
J83016,BA14 8QA,99N,Q64,Y57,13539,6678,6861
J83017,SN9 5AQ,99N,Q64,Y57,6626,3269,3357
J83018,BA12 9AA,99N,Q64,Y57,16349,7931,8418
J83019,SP2 0JU,99N,Q64,Y57,10350,5010,5340
J83020,SP1 2PT,99N,Q64,Y57,8101,3876,4225
J83021,SP2 7FD,99N,Q64,Y57,17306,8395,8911
J83022,SN1 4GB,12D,Q64,Y57,8839,4461,4378
J83023,SN9 6DZ,99N,Q64,Y57,6240,3011,3229
J83024,SN3 2EZ,12D,Q64,Y57,8477,4193,4284
J83025,SN1 2QU,12D,Q64,Y57,5568,2823,2745
J83026,SP1 3UH,99N,Q64,Y57,8758,4309,4449
J83027,SN2 1UU,12D,Q64,Y57,12015,6045,5970
J83028,BA14 9AR,99N,Q64,Y57,10601,5220,5381
J83029,SN4 7AT,99N,Q64,Y57,8868,4372,4496
J83030,BA15 1DQ,99N,Q64,Y57,21112,10285,10827
J83031,SN2 2JG,12D,Q64,Y57,11448,5656,5792
J83032,SP1 1DX,99N,Q64,Y57,8697,4102,4595
J83033,SN1 1ED,12D,Q64,Y57,9697,5088,4609
J83034,SN10 2BU,99N,Q64,Y57,7718,3740,3978
J83035,SN25 4YZ,12D,Q64,Y57,19896,9850,10046
J83036,SN5 7XY,12D,Q64,Y57,10374,5162,5212
J83037,SN8 4BY,99N,Q64,Y57,12062,5966,6096
J83038,SN3 2RJ,12D,Q64,Y57,9539,4731,4808
J83039,SN11 0HH,99N,Q64,Y57,10677,5318,5359
J83040,BA13 3FQ,99N,Q64,Y57,19461,9609,9852
J83041,SN16 0FB,99N,Q64,Y57,15233,7483,7750
J83042,SN15 2SB,99N,Q64,Y57,15735,7946,7789
J83043,SP5 3JP,99N,Q64,Y57,6776,3335,3441
J83044,BA14 9EN,99N,Q64,Y57,5735,2908,2827
J83045,SN8 2QT,99N,Q64,Y57,8786,4334,4452
J83046,SN12 6UN,99N,Q64,Y57,10927,5361,5566
J83047,SN3 3TQ,12D,Q64,Y57,7798,3929,3869
J83048,SP4 7LT,99N,Q64,Y57,5116,2533,2583
J83049,SN10 1LQ,99N,Q64,Y57,11427,5561,5866
J83050,SN11 0EF,99N,Q64,Y57,8641,4111,4530
J83052,SP1 3SL,99N,Q64,Y57,5788,2865,2923
J83053,SN10 1QU,99N,Q64,Y57,6640,3282,3358
J83054,SN1 3EF,12D,Q64,Y57,4325,2156,2169
J83055,SN4 7AX,99N,Q64,Y57,9140,4467,4673
J83056,SN10 4AQ,99N,Q64,Y57,5542,2709,2833
J83057,SN25 1QQ,12D,Q64,Y57,12282,5865,6417
J83058,SP3 6LF,99N,Q64,Y57,3672,1782,1890
J83059,SN3 1JL,12D,Q64,Y57,6959,3378,3581
J83060,BA12 6DT,99N,Q64,Y57,4423,2133,2290
J83062,SP2 0HT,99N,Q64,Y57,3290,1629,1661
J83063,SN25 1UH,12D,Q64,Y57,12035,5935,6100
J83064,SN5 5PX,12D,Q64,Y57,10310,5134,5176
J83601,SN8 3TA,99N,Q64,Y57,3382,1698,1684
J83603,SN14 7EJ,99N,Q64,Y57,4560,2281,2279
J83609,SN6 6AE,99N,Q64,Y57,2644,1338,1306
J83615,SN8 3PF,99N,Q64,Y57,3546,1748,1798
J83618,SN16 0LH,99N,Q64,Y57,3432,1712,1720
J83619,SN10 4JB,99N,Q64,Y57,2646,1314,1332
J83625,SN15 3SY,99N,Q64,Y57,8304,4101,4203
J83629,SP8 5DF,99N,Q64,Y57,1927,966,961
J83630,SP3 6DJ,99N,Q64,Y57,2125,1033,1092
J83632,SP4 8DH,99N,Q64,Y57,3483,1651,1832
J83633,SN1 3BU,12D,Q64,Y57,6787,3474,3313
J83636,SN11 9UT,99N,Q64,Y57,6307,3077,3230
J83642,BA12 8QS,99N,Q64,Y57,4220,1988,2232
J83643,SP9 7NN,99N,Q64,Y57,2963,1422,1541
J83644,SN3 3RZ,12D,Q64,Y57,2472,1284,1188
J83645,SN5 8SX,12D,Q64,Y57,5058,2561,2497
J83646,SN1 5HG,12D,Q64,Y57,6498,3383,3115
J83649,SN4 0PB,12D,Q64,Y57,1609,803,806
J84003,PO38 1EZ,10L,Q70,Y57,5049,2491,2558
J84004,PO32 6RP,10L,Q70,Y57,8321,4013,4308
J84005,PO33 2EH,10L,Q70,Y57,9985,4887,5098
J84007,PO33 1UG,10L,Q70,Y57,6115,2915,3200
J84008,PO33 2QG,10L,Q70,Y57,4223,2057,2166
J84010,PO37 7HR,10L,Q70,Y57,11175,5518,5657
J84011,PO30 1NR,10L,Q70,Y57,10512,5072,5440
J84012,PO33 1LP,10L,Q70,Y57,10455,5179,5276
J84013,PO36 9GA,10L,Q70,Y57,11766,5721,6045
J84014,PO30 1JW,10L,Q70,Y57,12497,6109,6388
J84015,PO31 7ER,10L,Q70,Y57,15047,7403,7644
J84016,PO30 4BB,10L,Q70,Y57,5725,2753,2972
J84017,PO30 1PR,10L,Q70,Y57,8926,4346,4580
J84018,PO38 1EU,10L,Q70,Y57,3572,1749,1823
J84019,PO40 9DT,10L,Q70,Y57,10693,5180,5513
J84020,PO36 0DE,10L,Q70,Y57,4945,2397,2548
J84602,PO33 2PT,10L,Q70,Y57,2732,1329,1403
K81001,RG12 9LH,10G,Q69,Y57,11928,5988,5940
K81002,RG14 7LW,10M,Q69,Y57,12327,6301,6026
K81003,RG7 1QY,11D,Q69,Y57,11425,5661,5764
K81004,RG30 6BW,10N,Q69,Y57,13485,6554,6931
K81005,SL2 5JP,10T,Q69,Y57,4163,2228,1935
K81006,GU47 9BT,10G,Q69,Y57,19798,9841,9957
K81007,RG1 4SJ,10W,Q69,Y57,4545,2492,2053
K81010,SL5 0AE,10G,Q69,Y57,7331,3570,3761
K81012,RG8 7DP,10N,Q69,Y57,10901,5439,5462
K81014,RG4 7SS,10N,Q69,Y57,16053,7923,8130
K81015,SL6 3NW,11C,Q69,Y57,3085,1535,1550
K81017,RG14 7DF,10M,Q69,Y57,14300,7231,7069
K81018,SL6 6JJ,11C,Q69,Y57,9681,4792,4889
K81019,SL6 2SR,11C,Q69,Y57,2701,1392,1309
K81020,SL6 8AN,11C,Q69,Y57,17690,8834,8856
K81021,SL3 9EX,11C,Q69,Y57,10406,5171,5235
K81022,RG40 1XS,11D,Q69,Y57,23198,11477,11721
K81023,RG45 7BN,10G,Q69,Y57,7201,3600,3601
K81024,SL3 8LE,10T,Q69,Y57,16887,8307,8580
K81025,RG40 3RG,11D,Q69,Y57,15346,7578,7768
K81026,RG1 7JE,10W,Q69,Y57,7427,4005,3422
K81027,RG7 3SQ,10N,Q69,Y57,11795,5858,5937
K81028,SL5 0QJ,10G,Q69,Y57,9202,4387,4815
K81030,RG12 8WY,10G,Q69,Y57,15488,7737,7751
K81032,RG12 9PG,10G,Q69,Y57,8632,4298,4334
K81034,SL1 3NY,10T,Q69,Y57,11077,6104,4973
K81036,SL6 8AJ,11C,Q69,Y57,10512,5176,5336
K81039,SL2 2DG,10T,Q69,Y57,6722,3303,3419
K81040,RG2 0AR,10W,Q69,Y57,9805,4941,4864
K81041,RG4 8RA,10N,Q69,Y57,9274,4489,4785
K81042,SL6 9HX,11C,Q69,Y57,7744,3814,3930
K81043,SL1 1TT,10T,Q69,Y57,12574,6298,6276
K81044,RG1 5BS,10W,Q69,Y57,1760,937,823
K81045,RG6 1JS,11D,Q69,Y57,13801,6914,6887
K81046,SL4 3EW,11C,Q69,Y57,7327,3640,3687
K81047,RG6 5HZ,11D,Q69,Y57,26529,13275,13254
K81048,RG2 7SZ,10W,Q69,Y57,5559,2817,2742
K81050,RG20 8UY,10M,Q69,Y57,10965,5465,5500
K81051,RG5 4JA,11D,Q69,Y57,10875,5272,5603
