GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES
M85178,B19 1BP,05L,Q54,Y55,5844,3225,2619
M85179,B14 5DJ,13P,Q54,Y55,4209,2048,2161
M85600,B38 8QS,04X,Q54,Y55,9168,4481,4687
M85611,B15 1LZ,05L,Q54,Y55,3204,1687,1517
M85624,B42 1TY,13P,Q54,Y55,5866,2985,2881
M85634,B19 1HL,05L,Q54,Y55,7156,3938,3218
M85642,B16 0HZ,05L,Q54,Y55,4258,2157,2101
M85652,B18 7AL,05L,Q54,Y55,1672,878,794
M85655,B42 1BT,05L,Q54,Y55,3049,1557,1492
M85663,B7 5DT,05L,Q54,Y55,2806,1523,1283
M85669,B23 6DJ,13P,Q54,Y55,3286,1703,1583
M85670,B8 1RT,13P,Q54,Y55,2624,1485,1139
M85671,B30 2AA,04X,Q54,Y55,1702,920,782
M85676,B6 5HP,05L,Q54,Y55,4476,2452,2024
M85677,B8 3HX,13P,Q54,Y55,4511,2426,2085
M85679,B10 9AB,04X,Q54,Y55,5020,2649,2371
M85680,B8 3RZ,13P,Q54,Y55,2788,1627,1161
M85684,B16 0HH,05L,Q54,Y55,1841,1156,685
M85686,B18 7AL,05L,Q54,Y55,1735,862,873
M85689,B68 0DJ,13P,Q54,Y55,1885,927,958
M85693,B14 6AA,13P,Q54,Y55,1918,985,933
M85694,B26 2SB,13P,Q54,Y55,2368,1229,1139
M85697,B6 5UP,05L,Q54,Y55,4175,2186,1989
M85699,B10 0UG,13P,Q54,Y55,12522,6635,5887
M85701,B19 1TT,05L,Q54,Y55,3006,1596,1410
M85704,B8 1RZ,13P,Q54,Y55,3540,1819,1721
M85706,B25 8TH,13P,Q54,Y55,2944,1455,1489
M85711,B17 8LG,05L,Q54,Y55,1363,698,665
M85713,B12 0YA,04X,Q54,Y55,3658,1930,1728
M85715,B21 9RY,05L,Q54,Y55,8490,4335,4155
M85716,B23 6DJ,13P,Q54,Y55,3869,1986,1883
M85717,B26 2TY,13P,Q54,Y55,2713,1348,1365
M85721,B21 0HL,05L,Q54,Y55,5625,3337,2288
M85722,B8 3HE,13P,Q54,Y55,5187,2690,2497
M85730,B31 1TR,13P,Q54,Y55,3197,1574,1623
M85732,B7 5BT,13P,Q54,Y55,1750,913,837
M85733,B13 8QS,04X,Q54,Y55,3617,1818,1799
M85735,B11 3ND,04X,Q54,Y55,4793,2548,2245
M85736,B27 6QJ,13P,Q54,Y55,4516,2401,2115
M85738,B75 5BS,13P,Q54,Y55,1712,868,844
M85739,B8 1JA,13P,Q54,Y55,4661,2642,2019
M85741,B75 7PG,13P,Q54,Y55,1952,985,967
M85746,B33 0SA,13P,Q54,Y55,3174,1588,1586
M85749,B10 0TU,13P,Q54,Y55,2607,1387,1220
M85753,B14 7NH,04X,Q54,Y55,2279,1140,1139
M85756,B11 4DG,04X,Q54,Y55,3158,1747,1411
M85757,B21 9RY,05L,Q54,Y55,2800,1412,1388
M85759,B7 5DT,13P,Q54,Y55,4228,2070,2158
M85766,B12 9LP,04X,Q54,Y55,3215,1714,1501
M85770,B26 3TT,13P,Q54,Y55,2199,1150,1049
M85774,B11 4BW,04X,Q54,Y55,4143,1951,2192
M85776,B33 9SD,13P,Q54,Y55,2008,1032,976
M85778,B4 7TA,05L,Q54,Y55,10313,5005,5308
M85779,B44 0DX,13P,Q54,Y55,2636,1323,1313
M85781,B9 5EG,13P,Q54,Y55,3316,1810,1506
M85782,B29 7BL,13P,Q54,Y55,2549,1239,1310
M85783,B12 9RR,04X,Q54,Y55,3779,2064,1715
M85784,B33 0NA,13P,Q54,Y55,1325,691,634
M85786,B44 9SA,13P,Q54,Y55,1519,810,709
M85791,B74 3NB,13P,Q54,Y55,2317,1129,1188
M85792,B44 8SF,13P,Q54,Y55,2058,1029,1029
M85794,B11 1LU,04X,Q54,Y55,2808,1493,1315
M85797,B1 3AL,05L,Q54,Y55,5297,2818,2479
M85801,B20 2BT,05L,Q54,Y55,1637,875,762
M85803,B8 2HB,13P,Q54,Y55,9881,5423,4458
M86001,CV3 3DG,05A,Q53,Y55,4599,2383,2216
M86002,CV6 6DR,05A,Q53,Y55,8189,4157,4032
M86003,CV3 6EA,05A,Q53,Y55,17352,8768,8584
M86004,CV5 9JE,05A,Q53,Y55,16243,8072,8171
M86005,CV1 4FS,05A,Q53,Y55,3506,1873,1633
M86006,CV1 3GB,05A,Q53,Y55,9150,4709,4441
M86007,CV1 2LE,05A,Q53,Y55,6583,3291,3292
M86008,CV6 4DD,05A,Q53,Y55,9832,4868,4964
M86009,CV6 3HZ,05A,Q53,Y55,17527,9211,8316
M86010,CV5 8DE,05A,Q53,Y55,10016,4994,5022
M86011,CV2 1LP,05A,Q53,Y55,3360,1668,1692
M86012,CV1 4FS,05A,Q53,Y55,5885,3022,2863
M86013,CV1 4DH,05A,Q53,Y55,4079,2138,1941
M86014,CV2 5EP,05A,Q53,Y55,15023,7281,7742
M86015,CV3 2JF,05A,Q53,Y55,11690,5801,5889
M86016,CV6 5EA,05A,Q53,Y55,4785,2549,2236
M86017,CV3 1JB,05A,Q53,Y55,9785,4909,4876
M86018,CV6 1HS,05A,Q53,Y55,11219,5579,5640
M86019,CV4 9DR,05A,Q53,Y55,5239,2666,2573
M86020,CV2 1XA,05A,Q53,Y55,7751,3861,3890
M86021,CV6 2FL,05A,Q53,Y55,7213,3527,3686
M86022,CV2 4HF,05A,Q53,Y55,2648,1453,1195
M86023,CV2 3DR,05A,Q53,Y55,5833,2815,3018
M86026,CV3 3DG,05A,Q53,Y55,3228,1682,1546
M86027,CV3 5PZ,05A,Q53,Y55,6787,3315,3472
M86028,CV6 5DF,05A,Q53,Y55,3552,2009,1543
M86029,CV1 3HQ,05A,Q53,Y55,15476,7741,7735
M86030,CV5 6HY,05A,Q53,Y55,6373,3221,3152
M86032,CV6 4HN,05A,Q53,Y55,11486,5763,5723
M86033,CV3 3DP,05A,Q53,Y55,3715,1747,1968
M86034,CV4 9PN,05A,Q53,Y55,7457,3616,3841
M86035,CV2 1AB,05A,Q53,Y55,3896,1959,1937
M86037,CV3 5PZ,05A,Q53,Y55,3460,1768,1692
M86038,CV3 2FD,05A,Q53,Y55,3600,1818,1782
M86039,CV5 9BD,05A,Q53,Y55,3812,1884,1928
M86040,CV2 2SW,05A,Q53,Y55,5152,2585,2567
M86041,CV2 4LJ,05A,Q53,Y55,3536,1882,1654
M86044,CV1 2DL,05A,Q53,Y55,3823,2091,1732
M86045,CV6 5BG,05A,Q53,Y55,7162,3673,3489
M86046,CV2 5NB,05A,Q53,Y55,4394,2252,2142
M86048,CV6 6DR,05A,Q53,Y55,4738,2324,2414
M86604,CV2 3LB,05A,Q53,Y55,2150,1092,1058
M86605,CV4 9PN,05A,Q53,Y55,2987,1474,1513
M86607,CV6 6DR,05A,Q53,Y55,2459,1266,1193
M86610,CV1 2DL,05A,Q53,Y55,1765,948,817
M86612,CV1 4JH,05A,Q53,Y55,2482,1470,1012
M86613,CV2 4LJ,05A,Q53,Y55,2804,1461,1343
M86617,CV1 4FS,05A,Q53,Y55,2731,1420,1311
M86621,CV1 5FX,05A,Q53,Y55,1476,944,532
M86622,CV5 6EU,05A,Q53,Y55,2799,1380,1419
M86624,CV6 3FA,05A,Q53,Y55,8106,4165,3941
M86627,CV3 1EG,05A,Q53,Y55,4460,2435,2025
M86629,CV4 9PN,05A,Q53,Y55,2404,1196,1208
M86630,CV3 1EG,05A,Q53,Y55,1145,580,565
M86633,CV6 5LL,05A,Q53,Y55,4393,2241,2152
M86638,CV2 2RH,05A,Q53,Y55,5259,2579,2680
M87001,B63 1AB,05C,Q54,Y55,7461,3730,3731
M87002,DY8 3DB,05C,Q54,Y55,5891,2929,2962
M87003,DY6 9HS,05C,Q54,Y55,14587,7078,7509
M87005,DY8 4JB,05C,Q54,Y55,9592,4709,4883
M87006,DY1 2QD,05C,Q54,Y55,7060,3495,3565
M87007,DY3 3UH,05C,Q54,Y55,9206,4471,4735
M87008,DY6 8DN,05C,Q54,Y55,7774,3927,3847
M87009,DY5 3EE,05C,Q54,Y55,18581,9064,9517
M87010,DY5 1RU,05C,Q54,Y55,8287,4386,3901
M87011,DY8 3SS,05C,Q54,Y55,24824,12471,12353
M87012,DY1 3QZ,05C,Q54,Y55,7690,3758,3932
M87013,DY4 7QU,05L,Q54,Y55,10947,5513,5434
M87014,B62 0HP,05C,Q54,Y55,6771,3254,3517
M87015,DY3 2NQ,05C,Q54,Y55,8873,4348,4525
M87016,DY3 1AF,05C,Q54,Y55,6236,3120,3116
M87017,DY1 1RT,05C,Q54,Y55,8106,4264,3842
M87018,DY6 9JG,05C,Q54,Y55,5839,2752,3087
M87019,DY9 8LL,05C,Q54,Y55,7534,3811,3723
M87020,B62 9DR,05C,Q54,Y55,8661,4210,4451
M87021,WV14 9DJ,05C,Q54,Y55,6895,3459,3436
M87023,DY8 5PD,05C,Q54,Y55,9707,4824,4883
M87024,DY9 9DS,05C,Q54,Y55,21443,10479,10964
M87025,DY1 1RN,05C,Q54,Y55,4340,2191,2149
M87026,DY1 2BY,05C,Q54,Y55,5077,2557,2520
M87027,DY5 2AE,05C,Q54,Y55,3753,1923,1830
M87028,DY2 9PU,05C,Q54,Y55,7194,3547,3647
M87030,DY9 8DJ,05C,Q54,Y55,3811,1939,1872
M87034,B62 9LR,05C,Q54,Y55,3356,1740,1616
M87036,DY2 8TH,05C,Q54,Y55,2176,1142,1034
M87037,DY3 3QY,05C,Q54,Y55,5508,2684,2824
M87041,DY6 8PN,05C,Q54,Y55,5185,2513,2672
M87601,DY1 2ER,05C,Q54,Y55,6275,3136,3139
M87602,B63 4WD,05C,Q54,Y55,9321,4502,4819
M87605,DY2 7BX,05C,Q54,Y55,4426,2238,2188
M87612,DY1 2BY,05C,Q54,Y55,2356,1171,1185
M87617,DY2 9PS,05C,Q54,Y55,2828,1445,1383
M87618,DY5 3JR,05C,Q54,Y55,3283,1666,1617
M87620,DY1 2TY,05C,Q54,Y55,5247,2642,2605
M87621,DY3 1LS,05C,Q54,Y55,2725,1403,1322
M87623,B63 3UH,05C,Q54,Y55,2648,1421,1227
M87625,B63 2DH,05C,Q54,Y55,1537,787,750
M87628,DY9 8BT,05C,Q54,Y55,1944,1011,933
M87629,DY3 1JA,05C,Q54,Y55,2891,1501,1390
M87634,DY2 7QA,05C,Q54,Y55,1360,668,692
M87638,DY5 2JS,05C,Q54,Y55,3574,1869,1705
M88001,WS10 0EB,05L,Q54,Y55,6230,3072,3158
M88002,B66 3BQ,05L,Q54,Y55,9888,4810,5078
M88003,B68 0RT,05L,Q54,Y55,11338,5514,5824
M88004,B65 0BA,05L,Q54,Y55,14976,7273,7703
M88005,B69 1RZ,05L,Q54,Y55,11714,5772,5942
M88006,B66 3NR,13P,Q54,Y55,11522,5723,5799
M88007,WS10 9HP,05L,Q54,Y55,9628,4775,4853
M88008,B71 3LN,05L,Q54,Y55,5336,2680,2656
M88009,B66 3PZ,05L,Q54,Y55,8487,4184,4303
M88010,DY4 0SZ,05L,Q54,Y55,8351,4100,4251
M88012,B70 9LB,05L,Q54,Y55,9991,4901,5090
M88013,DY4 8PX,05L,Q54,Y55,13404,6574,6830
M88014,B70 0PU,05L,Q54,Y55,4149,2180,1969
M88015,B42 1TG,05L,Q54,Y55,9125,4403,4722
M88016,B64 6JN,05L,Q54,Y55,1900,980,920
M88018,B69 4DE,05L,Q54,Y55,17140,8496,8644
M88019,B66 4ES,05L,Q54,Y55,2346,1247,1099
M88020,B17 8DP,13P,Q54,Y55,12519,6236,6283
M88021,B43 6AA,05L,Q54,Y55,5840,2855,2985
M88022,WS10 7AR,05L,Q54,Y55,4497,2252,2245
M88023,WS10 0EB,05L,Q54,Y55,3824,1946,1878
M88024,B43 6PA,05L,Q54,Y55,3037,1519,1518
M88026,B69 2JQ,05L,Q54,Y55,3157,1610,1547
M88030,B64 6JE,05L,Q54,Y55,6357,3169,3188
M88031,B65 9AF,05L,Q54,Y55,4284,2144,2140
M88032,B69 1EJ,05L,Q54,Y55,7540,3851,3689
M88035,B70 0HN,05L,Q54,Y55,2859,1364,1495
M88036,B70 9JL,05L,Q54,Y55,3256,1776,1480
M88038,B70 7AW,05L,Q54,Y55,9887,4761,5126
M88040,B66 1HB,05L,Q54,Y55,6323,3535,2788
M88041,B66 2DD,05L,Q54,Y55,3552,1898,1654
M88042,B67 5BP,05L,Q54,Y55,4052,2034,2018
M88043,B64 7HG,05L,Q54,Y55,5377,2633,2744
M88044,B70 8PG,05L,Q54,Y55,3702,2257,1445
M88600,DY4 8SS,05L,Q54,Y55,2522,1276,1246
M88610,B67 6AJ,05L,Q54,Y55,3042,1638,1404
M88612,DY4 0UB,05L,Q54,Y55,4197,2076,2121
M88616,DY4 7EY,05L,Q54,Y55,7972,4189,3783
M88618,B69 2LD,05L,Q54,Y55,2196,1129,1067
M88619,B70 7AW,05L,Q54,Y55,6437,3145,3292
M88620,B68 8LJ,05L,Q54,Y55,2219,1154,1065
M88623,B43 6BT,05L,Q54,Y55,2312,1158,1154
M88624,WS5 4LB,05L,Q54,Y55,4352,2141,2211
M88625,B70 7AW,05L,Q54,Y55,2280,1191,1089
M88626,B70 6JX,05L,Q54,Y55,2089,1125,964
M88627,WS10 7AR,05L,Q54,Y55,2009,1007,1002
M88628,B70 8HQ,05L,Q54,Y55,2863,1568,1295
M88629,B70 0RT,05L,Q54,Y55,1997,1076,921
M88630,B71 3AS,05L,Q54,Y55,5520,2750,2770
M88633,B67 7LU,05L,Q54,Y55,3601,1954,1647
M88635,B68 9LZ,05L,Q54,Y55,1789,901,888
M88637,B67 7NA,05L,Q54,Y55,2002,1086,916
M88639,B70 6JX,05L,Q54,Y55,2476,1287,1189
M88640,B68 9SZ,05L,Q54,Y55,3191,1569,1622
M88643,WS10 7EH,05L,Q54,Y55,4576,2219,2357
M88645,B68 9DU,05L,Q54,Y55,10549,5056,5493
M88646,B70 7AW,05L,Q54,Y55,2178,1106,1072
M88647,B68 8JB,05L,Q54,Y55,2653,1470,1183
M89001,B36 9EJ,05P,Q54,Y55,3143,1569,1574
M89002,B37 6BE,05P,Q54,Y55,7335,3609,3726
M89003,B92 8PJ,05P,Q54,Y55,8385,4123,4262
M89004,B90 2LW,05P,Q54,Y55,6648,3263,3385
M89005,B92 7JS,05P,Q54,Y55,7008,3453,3555
M89006,B93 9LE,05P,Q54,Y55,6261,3168,3093
M89007,B92 7SA,05P,Q54,Y55,5620,2810,2810
M89008,B37 5BU,05P,Q54,Y55,9337,4634,4703
M89009,B26 1PE,05P,Q54,Y55,10029,4916,5113
M89010,B93 8LH,05P,Q54,Y55,10708,5245,5463
M89011,B90 3AF,05P,Q54,Y55,6895,3386,3509
M89012,B37 7TS,05P,Q54,Y55,10419,5172,5247
M89013,B36 0PU,05P,Q54,Y55,5222,2535,2687
M89015,B90 3LX,05P,Q54,Y55,10737,5246,5491
M89016,CV7 7RW,05P,Q54,Y55,12468,6144,6324
M89017,B91 2AG,05P,Q54,Y55,19323,9390,9933
M89019,B92 8ED,05P,Q54,Y55,10462,5125,5337
M89020,B90 4DD,05P,Q54,Y55,6577,3161,3416
M89021,B26 3JS,05P,Q54,Y55,3657,1820,1837
M89023,B91 2RA,05P,Q54,Y55,7591,3650,3941
M89024,B90 1NG,05P,Q54,Y55,2829,1426,1403
M89026,B36 0HH,05P,Q54,Y55,11467,5521,5946
M89027,B36 0BU,05P,Q54,Y55,5979,2930,3049
M89028,B90 4EH,05P,Q54,Y55,12146,5881,6265
M89030,B93 0QA,05P,Q54,Y55,4542,2170,2372
M89601,B90 3LX,05P,Q54,Y55,9341,4663,4678
M89602,B36 0LF,05P,Q54,Y55,3372,1723,1649
M89606,B91 1TF,05P,Q54,Y55,2255,1155,1100
M89608,B92 0AH,05P,Q54,Y55,2889,1440,1449
M89609,B90 4JA,05P,Q54,Y55,4072,2011,2061
M91003,WV12 5XZ,05Y,Q54,Y55,6774,3311,3463
M91004,WS2 8DA,05Y,Q54,Y55,8986,4462,4524
M91006,WS8 7JG,05Y,Q54,Y55,3496,1772,1724
M91007,WS9 9LP,05Y,Q54,Y55,10496,5226,5270
M91008,WS1 3EP,05Y,Q54,Y55,8507,4240,4267
M91009,WS9 9NP,05Y,Q54,Y55,5660,2844,2816
M91010,WS9 8AJ,05Y,Q54,Y55,8733,4264,4469
M91011,WS1 2LX,05Y,Q54,Y55,6942,3423,3519
M91013,WV13 2DR,05Y,Q54,Y55,12909,6615,6294
M91014,WS1 3PS,05Y,Q54,Y55,3015,1617,1398
M91015,WS1 1UG,05Y,Q54,Y55,8174,3928,4246
M91016,WV12 5RZ,05Y,Q54,Y55,6238,3099,3139
M91017,WS9 8AJ,05Y,Q54,Y55,9771,4761,5010
M91018,WS1 1YB,05Y,Q54,Y55,3361,1693,1668
M91019,WS4 1HB,05Y,Q54,Y55,14173,6920,7253
M91020,WS1 2NL,05Y,Q54,Y55,4134,2011,2123
M91021,WV13 2DR,05Y,Q54,Y55,4986,2420,2566
M91022,WS3 1ET,05Y,Q54,Y55,2591,1358,1233
M91024,WS3 4LN,05Y,Q54,Y55,2610,1334,1276
M91025,WS10 8SY,05Y,Q54,Y55,3365,1663,1702
M91026,WS10 8SY,05Y,Q54,Y55,2696,1392,1304
M91028,WS2 0BA,05Y,Q54,Y55,4202,2019,2183
M91029,WS3 2TA,05Y,Q54,Y55,3355,1637,1718
M91032,B43 7NF,05Y,Q54,Y55,5248,2531,2717
M91033,WV13 2DR,05Y,Q54,Y55,3827,1847,1980
M91034,WS3 3JP,05Y,Q54,Y55,4638,2229,2409
M91036,WS3 1ET,05Y,Q54,Y55,3010,1594,1416
M91602,WS3 3JP,05Y,Q54,Y55,1896,978,918
M91604,WS3 3JP,05Y,Q54,Y55,3976,1976,2000
M91609,WS8 7JG,05Y,Q54,Y55,1782,913,869
M91610,WV13 2HT,05Y,Q54,Y55,2398,1249,1149
M91611,WS2 7EZ,05Y,Q54,Y55,2735,1405,1330
M91612,WS3 3JP,05Y,Q54,Y55,2679,1345,1334
M91613,WS2 9PL,05Y,Q54,Y55,3417,1904,1513
M91614,WS2 0BA,05Y,Q54,Y55,4406,2201,2205
M91616,WS2 9HY,05Y,Q54,Y55,7582,3981,3601
M91619,WS1 3HD,05Y,Q54,Y55,3465,1735,1730
M91621,WS1 4JQ,05Y,Q54,Y55,4170,2235,1935
M91623,WS3 3QJ,05Y,Q54,Y55,2036,1041,995
M91624,WS10 8TF,05Y,Q54,Y55,3211,1598,1613
M91625,WS2 9PL,05Y,Q54,Y55,3250,1689,1561
M91626,WS8 7JB,05Y,Q54,Y55,3789,1767,2022
M91628,WS1 3PS,05Y,Q54,Y55,2474,1316,1158
M91629,WS2 8QH,05Y,Q54,Y55,4413,2176,2237
M91637,B74 3PL,05Y,Q54,Y55,3546,1736,1810
M91639,WS9 9NP,05Y,Q54,Y55,1896,973,923
M91640,WS10 8NQ,05Y,Q54,Y55,3263,1612,1651
M91641,WS10 9JS,05Y,Q54,Y55,3964,2002,1962
M91642,B43 7DY,05Y,Q54,Y55,1274,685,589
M91643,WS2 0BA,05Y,Q54,Y55,4750,2284,2466
M91647,WS3 3JP,05Y,Q54,Y55,4968,2457,2511
M91650,WS3 3JP,05Y,Q54,Y55,4764,2349,2415
M91654,WS3 4LX,05Y,Q54,Y55,2546,1265,1281
M91655,WS3 1ET,05Y,Q54,Y55,4022,1994,2028
M91659,WS1 3PS,05Y,Q54,Y55,2050,1052,998
M91660,WS10 8SY,05Y,Q54,Y55,1501,763,738
M92001,WV10 9PG,06A,Q54,Y55,3241,1783,1458
M92002,WV11 1XU,06A,Q54,Y55,8432,4104,4328
M92003,WV14 8SB,06A,Q54,Y55,1715,955,760
M92004,WV10 8RN,06A,Q54,Y55,2829,1433,1396
M92006,WV3 7NA,06A,Q54,Y55,5298,2655,2643
M92007,WV3 0LS,06A,Q54,Y55,6408,3232,3176
M92008,WV3 8JN,06A,Q54,Y55,12114,5930,6184
M92009,WV11 1HT,06A,Q54,Y55,13764,6692,7072
M92010,WV6 9LL,06A,Q54,Y55,11691,5806,5885
M92011,WV4 5PY,06A,Q54,Y55,11518,5653,5865
M92012,WV2 3AN,06A,Q54,Y55,9314,4668,4646
M92013,WV10 0BD,06A,Q54,Y55,6839,3559,3280
M92014,WV10 6AR,06A,Q54,Y55,2059,1051,1008
M92015,WV14 6PW,06A,Q54,Y55,3904,2076,1828
M92016,WV10 0LT,06A,Q54,Y55,6427,3314,3113
M92019,WV10 8LY,06A,Q54,Y55,6349,3199,3150
M92020,WV10 8PJ,06A,Q54,Y55,199,115,84
M92022,WV11 2LH,06A,Q54,Y55,3780,1808,1972
M92024,WV4 6EG,06A,Q54,Y55,12985,6324,6661
M92026,WV11 2JN,06A,Q54,Y55,3831,1931,1900
M92027,WV14 6AL,06A,Q54,Y55,3270,1653,1617
M92028,WV1 1JP,06A,Q54,Y55,9410,4957,4453
M92029,WV6 0DE,06A,Q54,Y55,4444,2124,2320
M92030,WV14 0AX,06A,Q54,Y55,5465,2856,2609
M92031,WV6 0PS,06A,Q54,Y55,6576,3488,3088
M92035,WV2 1EU,06A,Q54,Y55,3395,1775,1620
M92039,WV10 8PJ,06A,Q54,Y55,6450,3229,3221
M92040,WV1 2GZ,06A,Q54,Y55,6171,3075,3096
M92041,WV10 6UF,06A,Q54,Y55,4680,2320,2360
M92042,WV1 4TF,06A,Q54,Y55,3404,1767,1637
M92043,WV3 7LR,06A,Q54,Y55,4944,2439,2505
M92044,WV4 4PS,06A,Q54,Y55,4250,1976,2274
M92607,WV6 0QL,06A,Q54,Y55,12120,6340,5780
M92609,WV10 6QX,06A,Q54,Y55,4903,2408,2495
M92610,WV10 9SX,06A,Q54,Y55,2006,1063,943
M92612,WV2 2AU,06A,Q54,Y55,3310,1692,1618
M92627,WV14 6PW,06A,Q54,Y55,3221,1575,1646
M92629,WV10 6RU,06A,Q54,Y55,3283,1576,1707
M92630,WV1 2LW,06A,Q54,Y55,4830,2350,2480
M92637,WV10 8DJ,06A,Q54,Y55,1297,669,628
M92640,WV6 0DD,06A,Q54,Y55,2172,1003,1169
M92642,WV14 0HF,06A,Q54,Y55,2160,1212,948
M92643,WV10 0HP,06A,Q54,Y55,2456,1283,1173
M92647,WV14 8TH,06A,Q54,Y55,2967,1430,1537
M92649,WV14 6PW,06A,Q54,Y55,3528,1732,1796
M92654,WV10 9SX,06A,Q54,Y55,4284,2146,2138
N81001,CW3 0AH,01R,Q44,Y54,4546,2272,2274
N81002,SK9 1PA,01C,Q44,Y54,12377,6039,6338
N81005,WA6 0BW,02F,Q44,Y54,8901,4385,4516
N81006,CW6 9PE,02F,Q44,Y54,5018,2512,2506
N81007,WA1 4NE,02E,Q44,Y54,10667,5450,5217
N81008,ST7 2LU,01R,Q44,Y54,9539,4655,4884
N81009,CH3 5UJ,02F,Q44,Y54,7287,3559,3728
N81010,CW5 5NX,01R,Q44,Y54,6078,2930,3148
N81011,WA8 6TR,01F,Q48,Y54,11493,5673,5820
N81012,WA5 1UD,02E,Q44,Y54,9436,4646,4790
N81013,SK11 6JL,01C,Q44,Y54,7619,3868,3751
N81014,WA13 9DB,02E,Q44,Y54,8986,4406,4580
N81015,CW1 3AW,01R,Q44,Y54,11675,5917,5758
N81016,CW1 3AW,01R,Q44,Y54,14672,7478,7194
N81017,WA6 6RX,02F,Q44,Y54,5684,2821,2863
N81018,CW6 0BE,02F,Q44,Y54,7713,3790,3923
N81019,WA7 2ST,01F,Q48,Y54,11907,6061,5846
N81020,WA5 2EY,02E,Q44,Y54,15207,7381,7826
N81021,SK12 1EU,01C,Q44,Y54,6409,3123,3286
N81022,SK10 5JH,01C,Q44,Y54,10909,5432,5477
N81023,CH65 6TG,02F,Q44,Y54,5019,2508,2511
N81024,CW7 1AT,02D,Q44,Y54,9741,4911,4830
N81025,CW8 4AZ,02D,Q44,Y54,8158,4069,4089
N81026,WA16 9DY,01C,Q44,Y54,9753,4771,4982
N81027,CW12 1JP,01C,Q44,Y54,13155,6489,6666
N81028,WA4 6QA,02E,Q44,Y54,6478,3353,3125
N81029,SK11 6JL,01C,Q44,Y54,12435,6158,6277
N81030,WA6 6RX,02F,Q44,Y54,11972,5917,6055
N81031,CW6 0BE,02F,Q44,Y54,5582,2737,2845
N81032,CW11 1EQ,01R,Q44,Y54,22467,11048,11419
N81033,SK9 7EP,01C,Q44,Y54,7740,3686,4054
N81034,CH2 3DP,02F,Q44,Y54,12037,6032,6005
N81035,WA8 6DZ,01F,Q48,Y54,10893,5350,5543
N81036,WA1 1UG,02E,Q44,Y54,6136,3048,3088
N81037,WA8 8QS,01F,Q48,Y54,7997,3893,4104
N81038,SY14 8PS,02F,Q44,Y54,6490,3187,3303
N81039,CW10 9BE,01R,Q44,Y54,10361,5176,5185
N81040,CW7 1AT,02D,Q44,Y54,5358,2734,2624
N81041,WA1 3AW,02E,Q44,Y54,8357,4227,4130
N81042,WA16 0LY,01C,Q44,Y54,7189,3490,3699
N81043,CW1 5QY,01R,Q44,Y54,6766,3405,3361
N81044,CW1 5HA,01R,Q44,Y54,9913,4931,4982
N81045,WA8 6TN,01F,Q48,Y54,14121,7117,7004
N81046,CH2 3RD,02F,Q44,Y54,8763,4385,4378
N81047,CW5 5NX,01R,Q44,Y54,13393,6477,6916
N81048,WA2 0HD,02E,Q44,Y54,14123,7058,7065
N81049,WA16 8HR,01C,Q44,Y54,5717,2815,2902
N81050,CH66 3PB,02F,Q44,Y54,7519,3707,3812
N81051,CW8 3EU,02D,Q44,Y54,7592,3781,3811
N81052,CW12 1QG,01C,Q44,Y54,10171,5019,5152
N81053,CW1 3AW,01R,Q44,Y54,15397,7728,7669
N81054,WA7 2UT,01F,Q48,Y54,9118,4493,4625
N81055,CW9 5EX,02D,Q44,Y54,7449,3749,3700
N81056,WA5 0LU,02E,Q44,Y54,10278,5133,5145
N81057,WA7 1AB,01F,Q48,Y54,13266,6514,6752
N81059,WA3 4EB,02E,Q44,Y54,6942,3335,3607
N81060,CH64 4BN,02F,Q44,Y54,8728,4270,4458
N81061,CW9 5QU,02D,Q44,Y54,7159,3608,3551
N81062,SK11 6JL,01C,Q44,Y54,15121,7473,7648
N81063,CH65 0DB,02F,Q44,Y54,11675,5746,5929
N81064,WA8 7GD,01F,Q48,Y54,7754,3952,3802
N81065,WA4 1LJ,02E,Q44,Y54,6028,3042,2986
N81066,WA7 1AB,01F,Q48,Y54,10599,5423,5176
N81067,CW8 4LF,02D,Q44,Y54,8274,4188,4086
N81068,CW1 3HB,01R,Q44,Y54,13592,6803,6789
N81069,SK11 9BS,01C,Q44,Y54,3769,1904,1865
N81070,SK9 3HL,01C,Q44,Y54,9765,4819,4946
N81071,ST7 3BT,01R,Q44,Y54,4737,2353,2384
N81072,WA7 6ES,01F,Q48,Y54,7024,3596,3428
N81073,SK12 1GP,01C,Q44,Y54,11364,5557,5807
N81074,CW7 1LY,02D,Q44,Y54,4543,2283,2260
N81075,WA4 6HJ,02E,Q44,Y54,17377,8541,8836
N81077,CW4 7BB,01C,Q44,Y54,11715,5771,5944
N81079,CH2 3NH,02F,Q44,Y54,10030,5061,4969
N81080,CH1 4EE,02F,Q44,Y54,6500,3202,3298
N81081,CH1 4EN,02F,Q44,Y54,11919,5673,6246
N81082,CH1 2NR,02F,Q44,Y54,17238,8627,8611
N81083,WA2 8HE,02E,Q44,Y54,5861,3024,2837
N81084,CW2 5DA,01R,Q44,Y54,16988,8444,8544
N81085,SK11 6JL,01C,Q44,Y54,9171,4482,4689
N81086,SK9 5HX,01C,Q44,Y54,11782,5870,5912
N81087,CW9 5HR,02D,Q44,Y54,23754,11681,12073
